boletim_data,boletim_numero,tipo,numero,ano,orgao,data_ato,pagina,secao,ementa,relevante
2025-12-30,001/2026,PORTARIA,332,,,2025-12-30,0,PORTARIAS,"previstas no art. 1°, inc. IV, da Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve: Art.1° Dispensar a servidora ANA PAULA ALVES DUBEUX do encargo de membra da Comissão de Gestão Socioambiental e de Qualidade de Vida no Trabalho da Procuradoria Regional do Trabalho da 10ª Região (CGSQVT/PRT10).",0
2025-12-30,001/2026,PORTARIA,183,,,2025-12-30,0,PORTARIAS,"Torna pública a Escala de Plantão dos(as) Membros(as) e Servidores(as) da PRT-14 / 1° Semestre de 2026 (janeiro a junho). legais, em especial as previstas no art. 1°, § 2°, III e §4° da Portaria PGT n° 1728, 02/10/2017;",0
2025-12-30,001/2026,PORTARIA,184,,,2025-12-30,0,PORTARIAS,"Edita e torna público o Calendário Oficial de Feriados e Pontos Facultativos da Procuradoria Regional do Trabalho da 14ª Região, referentes ao ano de 2026.. legais, em especial as previstas no art. 1°, §2°, incisos III e XXI, da Portaria PGT n° 1728, 02/10/2017; CONSIDERANDO a Portaria PGT n° 1984, de 15 de dezembro de 2025, publicada no Boletim de Serviço Eletrônico n. 234/2025, no dia",0
2025-12-30,001/2026,PORTARIA,241,,,2025-12-30,0,PORTARIAS,"legais; Considerando os termos da Resolução do CSMPT n° 222, de 18 de abril de 2024, que dispõe sobre as regras que orientam o exercício do plantão no âmbito do Ministério Público do Trabalho,",0
2025-12-30,001/2026,PORTARIA,248,,,2025-12-31,0,PORTARIAS,"Altera parcialmente o artigo 1° da Portaria n° 190, de 23 de outubro de 2025, que dispõe sobre a escala de plantão na Procuradoria Regional do Trabalho da 24ª Região, do período de 31.10.2025 a 1°.02.2026.",0
2025-12-31,002/2026,PORTARIA,2118,,PROCURADOR-GERAL DO TRABALHO,2025-12-31,0,PORTARIAS,"Complementar n° 75/1993, considerando o teor do plano de Projeto Estratégico, de 16/12/2025, subscrito pela Coordenadoria Nacional de Promoção de Igualdade de Oportunidades e Eliminação da Discriminação no Trabalho - COORDIGUALDADE, bem como os dados e informações constantes do PGEA 20.02.0001.0011180/2023-04, RESOLVE:",0
2025-12-31,002/2026,PORTARIA,2126,,PROCURADOR-GERAL DO TRABALHO,2025-12-31,0,PORTARIAS,"Complementar n° 75/1993, considerando o disposto na Portaria PGT n° 1608.2021 e os dados e informações constantes do  PGEA  20.02.0800.0000918/2025-83, RESOLVE: Art. 1° Constituir o  Grupo Especial de Atuação Finalística - GEAF para atuar no Inquérito Civil n° 000927.2024.08.000/7, instaurado em",0
2025-12-31,002/2026,DECISÃO,3772.2025,,,,0,PORTARIAS,,0
2025-12-31,002/2026,DECISÃO,4066.2025,,,,0,PORTARIAS,,0
2025-12-31,002/2026,DECISÃO,4503.2025,,,,0,DIVERSOS,,0
2025-12-31,002/2026,PORTARIA,1,,,2026-01-05,0,PORTARIAS,"legais, considerando o disposto na Portaria PGT n° 673, de 24 de outubro de 2014, e Portaria PRT-1 n° 338, de 26 de setembro de 2019, republicada pela Portaria PRT-1 n° n° 667, de 29 de dezembro de 2021, RESOLVE: Art. 1° Designar o Dr. ALEXANDRE SALGADO DOURADO MARTINS, Procurador(a) do Trabalho, titular do 02° Ofício Geral da PTM",0
2025-12-31,002/2026,RESOLUÇÃO,222,,,,0,PORTARIAS,,0
2025-12-31,002/2026,PORTARIA,329,,,2025-12-23,0,PORTARIAS,"Designa Membros(as) do Ministério Público do Trabalho lotados(as) na substituição de Ofício. O VICE-PROCURADOR-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 10ª REGIÃO, no uso das atribuições",0
2025-12-31,002/2026,PORTARIA,2,,,2026-01-05,0,PORTARIAS,Altera a composição de Membro(a) no SubComitê Diretivo de Tecnologia da Informação (SDTI) da PRT-14 (Portaria 124.2025). 2° do art. 1° da Portaria PGT n. 1.728/2017; e considerando decisão do Colégio de Procuradores (vide Doc n.° 000092.2025 no PGEA,0
2025-12-31,002/2026,PORTARIA,3,,,2026-01-05,0,PORTARIAS,"Altera composição de Membros(as) na Comissão de Prevenção e Enfrentamento do Assédio Moral, Sexual no âmbito da PRT-14 (Portaria n. 126.2025).",0
2025-12-31,002/2026,PORTARIA,4,,,2026-01-05,0,PORTARIAS,"Altera composição de Membros(as) no Comitê Regional de Equidade de Gênero, Raça e Diversidade no âmbito da PRT-14 (Portaria n. 128.2025. legais, em especial as previstas na Portaria PGT n° 1728, 02/10/2017; considerando decisão do Colégio de Procuradores (vide Doc n.°",0
2025-12-18,003/2026,PORTARIA,323,,,2025-12-18,0,PORTARIAS,"Dispensa e designa substituto do Chefe da Secretaria da PTM de Patos de Minas. lhe foi delegada pelo art. 92, II, da Lei Complementar n° 75/1993, pela Portaria PGT n° 1.455, de 29 de setembro de 2025, e no exercício",0
2025-12-18,003/2026,PORTARIA,324,,,2025-12-18,0,PORTARIAS,"Dispensa e designa substituto do Chefe de Secretaria da PTM de Divinópolis. lhe foi delegada pelo art. 92, II, da Lei Complementar n° 75/1993, pela Portaria PGT n° 1.455, de 29 de setembro de 2025, e no exercício",0
2025-12-18,003/2026,PORTARIA,325,,,2025-12-18,0,PORTARIAS,"Dispensa e designa substituto do Chefe da Seção de Apoio Administrativo da Secretaria da PTM de Divinópolis. lhe foi delegada pelo art. 92, II, da Lei Complementar n° 75/1993, pela Portaria PGT n° 1.455, de 29 de setembro de 2025, e no exercício",0
2025-12-18,003/2026,PORTARIA,1,,,2026-01-06,0,PORTARIAS,"Revoga a Portaria n° 216, de 04 de novembro de 2025, e determina o retorno ao regime presencial normal. lhe são conferidas pelo art. 1°, § 2°, incisos III, XX, XXI, XXV e XXVI, da Portaria PGT n° 1.728, de 02 de outubro de 2017;",0
2025-12-18,003/2026,PORTARIA,4,,,2026-01-06,0,PORTARIAS,"Define o horário de expediente, no período de 07 a 20 de janeiro de 2026, no âmbito da Procuradoria Regional do Trabalho da 10ª Região. legais, tendo em vista o disposto no art. 1°,  § 2°, XX, da Portaria PGT n° 1728, de 2 de outubro de 2017, resolve:",0
2025-12-18,003/2026,PORTARIA,362,,,2025-12-23,0,PORTARIAS,PGEA N° 20.02.1200.0000206.2019-36 Designa representantes dos GAET e representações Regionais das,0
2026-01-08,004/2026,DECISÃO,10.2026,,,,0,,,0
2026-01-08,004/2026,PORTARIA,3,,,2026-01-07,0,PORTARIAS,"legais, que lhe foram delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, do Procurador-Geral do Trabalho, e nos termos do inciso II do artigo 92 da Lei Complementar n° 75, de 20 de maio de 1993; CONSIDERANDO a solicitação do Coordenador da Procuradoria do Trabalho no Município de Nova Iguaçu, o Procurador do Trabalho",0
2026-01-08,004/2026,PORTARIA,4,,,2026-01-07,0,PORTARIAS,"legais, CONSIDERANDO o Ato do TRT da 1ª Região n° 128/2025, que determinou a suspensão das atividades presenciais no dia 19/01/2025 (segunda-feira), em razão da incidência do feriado do dia 20/01/2026 no município do Rio de Janeiro, previsto na Lei municipal",0
2026-01-08,004/2026,PORTARIA,5,,CALENDÁRIO DOS ÓRGÃOS JUDICIÁRIOS LOCAIS,2026-01-07,0,PORTARIAS,"legais, CONSIDERANDO a Portaria PGT n° 1984/2025, que determina que as Regionais observem, quanto aos feriados estaduais e municipais, o calendário dos órgãos judiciários locais,",0
2026-01-08,004/2026,PORTARIA,2,,,2026-01-07,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, CONSIDERANDO o disposto no art. 57, § 2º, da Resolução CSMPT nº 222/2024, alterada pelas Resoluções CSMPT nº 224/2024, nº",0
2026-01-08,004/2026,PORTARIA,11,,,2026-01-07,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, CONSIDERANDO o disposto na Resolução CSMPT nº 222/2024, alterada pelas Resoluções CSMPT nº 224/2024, nº 225/2024 e",0
2026-01-08,004/2026,PORTARIA,13,,,2026-01-07,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, e pelas Portarias da PGT nº 673/2014 e nº 674/2014, além do disposto no Ato Conjunto PGR/CASMPU nº 1/2014, na Instrução Normativa SG/MPU nº 1/2014 e na Resolução CSMPT n° 222/2024,",0
2026-01-08,004/2026,PORTARIA,6,,,2026-01-07,0,PORTARIAS,"Designa gestores e fiscais da execução do contrato n° 25/2025. que lhe conferem o art. 468, inciso XXVIII, e, do Regimento Interno Administrativo do Ministério Público do Trabalho, instituído pela Portaria PGT n° 1.162, de 7 de agosto de 2025, e tendo em vista o disposto no art. 117 e parágrafos da Lei n° 14.133, de 1° de abril de",0
2026-01-08,004/2026,PORTARIA,8,,,2026-01-07,0,PORTARIAS,"Designa gestores e fiscais da execução do contrato n° 26/2025. que lhe conferem o art. 468, inciso XXVIII, e, do Regimento Interno Administrativo do Ministério Público do Trabalho, instituído pela Portaria PGT n° 1.162, de 7 de agosto de 2025, e tendo em vista o disposto no art. 117 e parágrafos da Lei n° 14.133, de 1° de abril de",0
2026-01-08,004/2026,PORTARIA,1,,,2026-01-07,0,PORTARIAS,"Designa, altera e torna sem efeito a designação de Membros do Trabalho da 3ª Região para atuar em substituição de Ofício.",0
1993-05-20,005/2026,EDITAL,1,,PROCURADORA-GERAL DO TRABALHO EM EXERCÍCIO,2026-01-07,0,EDITAIS,"91, XXI, da Lei Complementar n° 75/93, de 20/05/1993, e a competência delegada pelo item “XV”, do art. 1° da Portaria 1252, de 20/08/2025, alterada pela Portaria 1280, de 26/08/2025, e tendo em vista o que consta nos arts. 52 e 53, do Ato Conjunto PGR/CASMPU n° 1/2014, e no PGEA 20.02.1900.0000448/2024-59, RESOLVE:",0
1993-05-20,005/2026,DECISÃO,3154.2025,,,,0,EDITAIS,,0
1993-05-20,005/2026,DECISÃO,21.2026,,,,0,DIVERSOS,,0
1993-05-20,005/2026,DECISÃO,25.2026,,,,0,DIVERSOS,,0
1993-05-20,005/2026,PORTARIA,7,,,2026-01-08,0,PORTARIAS,PGEA 20.02.0100.0001916/2024-33 Extinção de punibilidade e arquivamento de Processo Administrativo Disciplinar,0
1993-05-20,005/2026,PORTARIA,8,,,2026-01-08,0,PORTARIAS,"legais, que lhe foram delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, do Procurador-Geral do Trabalho, e nos termos do inciso II do artigo 92 da Lei Complementar n° 75, de 20 de maio de 1993, CONSIDERANDO a solicitação do Coordenador da Procuradoria do Trabalho no Município de Nova Iguaçu, o Procurador do Trabalho",0
1993-05-20,005/2026,PORTARIA,14,,,2026-01-08,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, e pelas Portarias da PGT nº 673/2014 e nº 674/2014, além do disposto no Ato Conjunto PGR/CASMPU nº 1/2014, na Instrução Normativa SG/MPU nº 1/2014 e na Resolução CSMPT n° 222/2024,",0
1993-05-20,005/2026,DECISÃO,1.2026,,,,0,PORTARIAS,,0
1993-05-20,005/2026,PORTARIA,6,,,2026-01-08,0,PORTARIAS,"Retifica a Portaria PRT-3 n° 249, de 8 de outubro de 2025, que dispõe sobre o calendário oficial da Procuradoria Regional do Trabalho da 3ª Região, referente ao ano de 2026.",0
1993-05-20,005/2026,RETIFICAÇÃO,4.2026,,,,0,PORTARIAS,,0
1993-05-20,005/2026,PORTARIA,1,,,2026-01-08,0,PORTARIAS,"lhe confere o Regimento Interno do Ministério Público do Trabalho, aprovado pela Portaria PGT n° 1314/2017, e diante da delegação de competência prevista na Portaria PGT n° 1.728, de 2 de outubro de 2017, CONSIDERANDO as disposições da Portaria PRT5 n° 008, de 6 de fevereiro de 2020; e",0
1993-05-20,005/2026,PORTARIA,393,,,2025-12-19,0,PORTARIAS,(PGEA 20.02.1500.0001752/2025-45) Dispõe sobre a Coordenação do Grupo de Atuação Especial Trabalhista e das Divisões Especializadas da Procuradoria Regional do Trabalho da 15ª Região.,0
1993-05-20,005/2026,PORTARIA,231,,,2025-12-19,0,PORTARIAS,"lhe foram delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, e tendo em vista o disposto nos arts. 143, 148 e 152 da Lei",0
1993-05-20,005/2026,PORTARIA,2,,,2026-01-07,0,PORTARIAS,"Designa a Procuradora do Trabalho MARCELA MONTEIRO DÓRIA para o encargo de titular do 1° Ofício Especial GAET da PRT19. delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve:",0
1993-05-20,005/2026,PORTARIA,3,,,2026-01-07,0,PORTARIAS,"Designa o Procurador do Trabalho Rodrigo Raphael Rodrigues de Alencar para o encargo de titular do 2° Ofício Especial GAET da PRT19. delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve:",0
1993-05-20,005/2026,PORTARIA,4,,,2026-01-07,0,PORTARIAS,"Designa a Procuradora do Trabalho Lárah Barros Rebêlo Gomes para o encargo de titular do 3° Ofício Especial GAET da PRT19. delegadas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve:",0
1993-05-20,005/2026,PORTARIA,5,,,2026-01-08,0,PORTARIAS,Designa novo Coordenador Regional da Coordenadoria de Erradicação do Trabalho Escravo e Enfrentamento ao Tráfico de Pessoas - CONAETE da Procuradoria Regional do Trabalho da 19ª Região.,0
1993-05-20,005/2026,PORTARIA,9,,,2026-01-08,0,PORTARIAS,Designa nova Coordenadora Regional da Coordenadoria de Defesa do Meio Ambiente do Trabalho e da Saúde do Trabalhador e da Trabalhadora - CODEMAT da Procuradoria Regional do Trabalho da 19ª Região.,0
2025-02-20,006/2026,DECISÃO,33.2026,,,,0,,,0
2025-02-20,006/2026,PORTARIA,10,,,2026-01-08,0,PORTARIAS,"legais, considerando o disposto na Resolução CSMPT n° 222, de 18 de abril de 2024, que fixa regras que orientam o exercício de plantão nas unidades do Ministério Público do Trabalho, RESOLVE: Art. 1° Designar para o Plantão na Procuradoria Regional do Trabalho da 1ª Região nos termos da Portaria PRT1 n° 166, de 20 de maio",0
2025-02-20,006/2026,PORTARIA,13,,,2026-01-09,0,PORTARIAS,"legais, considerando o disposto no inciso II do artigo 1° da Portaria PGT no 1.728/2017, no artigo 55 do Ato Conjunto PGR/CASMPU no 1/2014 e no § 5° do artigo 1° da Portaria PRT-1 n°338.2019, republicada pela Portaria PRT-1 n° 667.2021, RESOLVE:",0
2025-02-20,006/2026,PORTARIA,7,,,2026-01-09,0,PORTARIAS,Designa Membros do Ministério Público do Trabalho lotados na substituição de Ofício.,0
2025-02-20,006/2026,PORTARIA,3,,,2026-01-08,0,PORTARIAS,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016 e nas Portarias PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por a",0
2025-02-20,006/2026,PORTARIA,4,,,2026-01-09,0,PORTARIAS,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016, na Portaria PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por acum",0
2025-02-20,006/2026,PORTARIA,2,,,2026-01-09,0,PORTARIAS,"lhe confere o Regimento Interno do Ministério Público do Trabalho, aprovado pela Portaria PGT n° 1.314/2017, RESOLVE: I – Designar os Procuradores do Trabalho e servidores, conforme quadro demonstrativo abaixo, para atuarem nos plantões do 1° Grau/Sede de 07/01/2026 a 30/06/2026.",0
2025-02-20,006/2026,PORTARIA,305.2025,,,2026-01-06,0,PORTARIAS,"e tendo em vista o que consta do art. 1°, III, da Portaria PGT n° 1.728, de 2 de outubro de 2017; CONSIDERANDO a realização da festividade natalina realizada na Sede da PRT10ª Região, ocorrida em 5 de dezembro de 2025;",0
2025-02-20,006/2026,PORTARIA,5,,,2026-01-08,0,PORTARIAS,"(PGEA 20.02.1500.0001152/2024-49) Determina a aplicação de penalidade disciplinar. lhe foram delegadas pela Portaria PGT n° 1.728, de 2.10.2017;",0
2025-02-20,006/2026,PORTARIA,14,,,2026-01-09,0,PORTARIAS,"Estabelece escala de plantão para atuação em 1° grau de jurisdição no âmbito da Procuradoria Regional do Trabalho da 19ª Região. lhes foram delegadas pela Portaria PGT n° 1.728, de 2.10.2017, e considerando a Resolução CSMPT n° 222, de 18.4.2024, alterada",0
2025-02-20,006/2026,PORTARIA,17,,,2026-01-09,0,PORTARIAS,Designa os (as) Excelentíssimos (as) Procuradores (as) do Trabalho MATHEUS GAMA CORREIA e EME CARLA CRUZ DA SILVA CARVALHO para atuarem em substituição de ofício no âmbito da PRT19.,0
2025-02-20,006/2026,PORTARIA,1,,,2026-01-10,0,PORTARIAS,"O VICE PROCURADOR-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 22ª REGIÃO, no uso de suas atribuições legais; Considerando os termos da Resolução do CSMPT n° 222, de 18 de abril de 2024, que dispõe sobre as regras que orientam o exercício do plantão no âmbito do Ministério Público do Trabalho,",0
2026-01-13,007/2026,PORTARIA,22,,PROCURADORA-GERAL DO TRABALHO EM EXERCÍCIO,2026-01-09,0,PORTARIAS,"art. 91, XXI, da Lei Complementar n° 75/93, de 20/5/1993, e a competência delegada pelo item “XV” do art. 1°, da Portaria 1252, de 20/08/2025, alterada pela Portaria n° 1280, de 26/08/2025, e tendo em vista o que consta nos arts. 52 e 53, do Ato Conjunto PGR/CASMPU n° 1/2014, e no PGEA 20.02.1900.0000448/2024-59, RESOLVE:",0
2026-01-13,007/2026,PORTARIA,23,,PROCURADORA-GERAL DO TRABALHO EM EXERCÍCIO,2026-01-12,0,PORTARIAS,"art. 91, XXI, da Lei Complementar n° 75/93, de 20/5/1993, e a competência delegada pelo item “XV”, do art. 1°, da Portaria 1252, de 20/08/2025, alterada pela Portaria n° 1280, de 26/08/2025, e tendo em vista o que consta nos arts. 52 e 53, do Ato Conjunto PGR/CASMPU n° 1/2014, e no PGEA 20.02.0700.000005/2026-41, RESOLVE:",0
2026-01-13,007/2026,PORTARIA,24,,PROCURADORA-GERAL DO TRABALHO EM EXERCÍCIO,2026-01-09,0,PORTARIAS,"art. 91, XXI, da Lei Complementar n° 75/93, de 20/5/1993, e a competência delegada pelo item “XV”, do art. 1°, da Portaria 1252, de 20/08/2025, alterada pela Portaria n° 1280, de 26/08/2025, e tendo em vista o que consta nos arts. 52 e 53, do Ato Conjunto PGR/CASMPU n° 1/2014, e, ainda, no PGEA 20.02.1000.0001498/2025-47, RESOLVE:",0
2026-01-13,007/2026,DECISÃO,3911.2025,,,,0,PORTARIAS,,0
2026-01-13,007/2026,DECISÃO,31.2026,,,,0,DIVERSOS,,0
2026-01-13,007/2026,DECISÃO,32.2026,,,,0,DIVERSOS,,0
2026-01-13,007/2026,DECISÃO,23.2026,,,,0,DIVERSOS,,0
2026-01-13,007/2026,PORTARIA,28,,CORREGEDOR-GERAL DO MINISTÉRIO PÚBLICO DO TRABALHO,2025-12-09,0,PORTARIAS,"Dispõe sobre o cronograma de correições ordinárias a ser realizado pela Corregedoria do Ministério Público do Trabalho no exercício de 2026. com os artigos 104 e 106, II, da Lei Complementar n° 75/1993, bem como com os artigos 3°, IV, 11, 14 e 15 da Resolução CSMPT n°",0
2026-01-13,007/2026,PORTARIA,13,,DIRETOR-GERAL DO MINISTÉRIO PÚBLICO DO TRABALHO,2026-01-12,0,PORTARIAS,"PGT/MPT nº 1.775, de 6 de novembro de 2025, publicada no Diário Oficial da União, n° 213, de 7 de novembro de 2025, considerando o que consta no PGEA/MPT nº 20.02.1500.0002728/2017-04, RESOLVE: Art. 1°- Transformar, sem aumento de despesas e sem majoração de quantitativos físicos previstos em lei, 1 (um) cargo em comissão,",0
2026-01-13,007/2026,PORTARIA,14,,DIRETOR-GERAL DO MINISTÉRIO PÚBLICO DO TRABALHO,2026-01-12,0,PORTARIAS,"Altera a estrutura organizacional da Procuradoria Regional do Trabalho da 15ª Região. PGT/MPT nº 1.775, de 6 de novembro de 2025, publicada no Diário Oficial da União, n° 213, de 7 de novembro de 2025, considerando",0
2026-01-13,007/2026,PORTARIA,32,,DIRETOR DE ADMINISTRAÇÃO SUBSTITUTO DA PROCURADORIA-GERAL DO TRABALHO,2026-01-12,0,PORTARIAS,"Designa fiscalização da execução do Contrato nº 32/2025 celebrado com a empresa ACS PRO SOLUÇÕES EM TI LTDA. prevista no inciso XV, do art. 270, do Regimento Interno Administrativo do Ministério Público do Trabalho, atualizado pela Portaria nº",0
2026-01-13,007/2026,DECISÃO,56.2026,,,,0,PORTARIAS,,0
2026-01-13,007/2026,PORTARIA,2,,,2026-01-12,0,PORTARIAS,"legais, considerando o disposto na Portaria PGT n° 1728, de 2 de outubro de 2017 e o contido na Resolução n° 185/2021, RESOLVE: Art. 1° Dispensar os Membros abaixo dos respectivos GAETs e  Coordenadorias Regionais da PRT 1ª Região: I - O Procurador do Trabalho RAFAEL DE AZEVEDO REZENDE SALGADO  do encargo de titular do 3° Ofício GAET - CONAFRET e",0
2026-01-13,007/2026,PORTARIA,15,,,2026-01-12,0,PORTARIAS,"legais, especialmente da prevista na alínea “c” do inciso XIV do artigo 91 da Lei Complementar n° 75/1993, em consonância com as disposições da Portaria PGT n° 1118.2017, RESOLVE: Art. 1° No âmbito da Procuradoria Regional do Trabalho da 1ª Região, a distribuição dos ofícios na Sede e nas Procuradorias do Trabalho",0
2026-01-13,007/2026,PORTARIA,16,,,2026-01-12,0,PORTARIAS,"legais, considerando o disposto na Portaria PGT n° 673, de 24 de outubro de 2014, e Portaria PRT-1 n° 338, de 26 de setembro de 2019, republicada pela Portaria PRT-1 n° n° 667, de 29 de dezembro de 2021, RESOLVE: Art. 1° Alterar o artigo 59 da Portaria Substituição janeiro 2026 n. 1/2026, de 5/1/2026, que passa a dispor: Designar o Dr. PAULO",0
2026-01-13,007/2026,PORTARIA,17,,,2026-01-12,0,PORTARIAS,PGEA 20.02.0100.0002034/2024-48 Aplicação de penalidade em Processo Administrativo Disciplinar,0
2026-01-13,007/2026,DECISÃO,2.2026,,,,0,DIVERSOS,,0
2026-01-13,007/2026,PORTARIA,3,,,2026-01-12,0,PORTARIAS,"Instaura Sindicância para apurar os fatos descritos no Procedimento de Gestão Administrativa (PGEA) n° 20.02.0300.0001390/2025-77. conferidas pelo art. 1°, § 2°, XXVIII, da Portaria PGT n° 1728, de 2 de outubro de 2017 e, tendo em vista o disposto nos arts. 143, 145,",0
2026-01-13,007/2026,PORTARIA,11,,,2026-01-12,0,PORTARIAS,Altera a designação de Membros do Ministério Público do Trabalho lotados na Procuradoria Regional do Trabalho da 3ª Região para atuar em substituição de Ofício.,0
2026-01-13,007/2026,PORTARIA,7,,PROCURADOR-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO NO ESTADO DE SANTA CATARINA,2026-01-12,0,PORTARIAS,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016, na Portaria PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por acum",0
2026-01-13,007/2026,PORTARIA,5,,PROCURADORA-CHEFE DO MINISTÉRIO PÚBLICO DO TRABALHO DE MATO GROSSO DO SUL,2026-01-09,0,PORTARIAS,"Designa Membros e Membras para atuar, em substituição, com acumulação, durante o mês de fevereiro/2026. que lhe foram conferidas pela Portaria PGT n° 1.728, de 02/10/2017, nos termos do inciso II do artigo 92 da Lei Complementar n° 75, de",0
2026-01-13,007/2026,PORTARIA,1,,DIRETORA REGIONAL DA PROCURADORIA REGIONAL DO TRABALHO DA OITAVA REGIÃO,2026-01-12,0,PORTARIAS,"atribuições legais e regulamentares, contidas no Regimento Interno, da Portaria PGT n° 1314/2017, art. 306, XXVIII, CONSIDERANDO a Portaria PGT/MPT n° 1019/2024, que regulamenta as atribuições e responsabilidades de gestão e a fiscalização de contratos e dá outras providências,",0
2026-01-13,007/2026,PORTARIA,6,,,2026-01-09,0,PORTARIAS,"Designa Membros(as) do Ministério Público do Trabalho lotados(as) na substituição de Ofício. O VICE-PROCURADOR-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 10ª REGIÃO, no uso das atribuições",0
2026-01-13,007/2026,PORTARIA,12,,,2026-01-12,0,PORTARIAS,"Autoriza a concessão de Suprimento de Fundos. legais e institucionais que lhe são conferidas pela Lei Complementar n° 75, de 20 de maio de 1993, bem como considerando o disposto no art. 1°, § 2°, Inciso XVI, da Portaria PGT n° 1728, de 02/10/2017, resolve:",0
2026-01-13,007/2026,PORTARIA,4,,,2026-01-09,0,PORTARIAS,"legais que lhe foram delegadas pela Portaria n° 1.728, de 2 de outubro de 2017, do Exmo. Sr. Procurador-Geral do Trabalho, nos termos do item II do art. 92 da Lei Complementar n° 75, de 20 de maio de 1993, RESOLVE: Art. 1° Convocar, para estagiar na Procuradoria Regional do Trabalho da 24ª Região, os candidatos abaixo nominados, conforme",0
2026-01-14,008/2026,DECISÃO,26.2026,,,,0,RESOLUÇÕES,,0
